32_Т_контур_гликоль@Упр_тепловент,KONTAR (Ethernet),XRAM_FLOT,32#0C3D
32_Кнопка_вкл_обогрев@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0160
32_Обогрев_включен@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0C2D
32_Кнопка_выкл_обогрев@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0161
32_Н_подпитки_вкл@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0C2E
32_Н_контур_гликоль_вкл@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0C2F
32_Тепловентилятор_вкл@Упр_тепловент,KONTAR (Ethernet),XRAM_BOOL,32#0C30
32_Задание_t_помещения@Упр_тепловент,KONTAR (Ethernet),XRAM_FLOT,32#0170
32_Т_помещения@Упр_тепловент,KONTAR (Ethernet),XRAM_FLOT,32#0C41
32_Мин_SH_подпитка@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0180
32_Парам: Смена насосов@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0188
32_Насос 1 раб@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_BOOL,32#0C34
32_Насос 2 раб@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_BOOL,32#0C35
32_Мин_SH_сетевые_Н@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#018C
32_Норм_SH_сетевые_Н@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0190
32_Н1_Выход@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C4D
32_задание_Н1@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C51
32_Н2_Выход@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C55
32_Задание_Н2@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C59
32_Задание_давления@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0194
32_Кнопка_сет_Н_вкл@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_BOOL,32#0164
32_Кнопка_сет_Н_выкл@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_BOOL,32#0165
32_P_до_сетевых_Н@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C5D
32_P_после_сетевых_Н@Упр_сетевые_Н,KONTAR (Ethernet),XRAM_FLOT,32#0C61
32_Р_перепад_сетевые_Н@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C65
32_P_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C69
32_Т_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C6D
32_Т_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C71
32_Кот1_Т_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C75
32_Кот1_Т_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C79
32_Кот1_Н_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C36
32_Кот2_Н_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C37
32_Кот3_Н_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C38
32_P_газа@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C7D
32_MAX@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0198
32_P_газа_до_фильтра@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C81
32_P_газа_после_фильтра@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C85
32_Кот1_Р_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C89
32_Кот1_Р_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C8D
32_Р_перепад_Г_фильтр@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C91
32_Р_перепад_теплообменники@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C95
32_Т_улицы@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0C99
32_Показания@Параметры_котель,KONTAR (Ethernet),XRAM,32#0EF1
32_Проникновение@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C39
32_Кот2_Т_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CA5
32_Кот2_Т_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CA9
32_Кот1_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C3A
32_Кот2_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C3B
32_Кот3_работа@Параметры_котель,KONTAR (Ethernet),XRAM_BOOL,32#0C3C
32_Кот2_Р_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CAD
32_Кот2_Р_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CB1
32_Кот3_Р_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CB5
32_Кот3_Р_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CB9
32_Кот3_Т_подачи@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CBD
32_Кот3_Т_обратки@Параметры_котель,KONTAR (Ethernet),XRAM_FLOT,32#0CC1
32_ADDR@Modbus,KONTAR (Ethernet),XRAM,32#0166
32_FN@Modbus,KONTAR (Ethernet),XRAM,32#0168
32_Reg@Modbus,KONTAR (Ethernet),XRAM,32#016A
32_Расход газа@Modbus,KONTAR (Ethernet),XRAM_FLOT,32#0C9D
32_Моментн_расход@Modbus,KONTAR (Ethernet),XRAM_FLOT,32#0CA1
32_Бия_С@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CC5
32_Загагзовано_СО@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CCC
32_Загазовано_СН4@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CCD
32_Пожар@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CCB
32_Электроэнергия_отказ@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0D15
32_Авария_Н_подпитки_1@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CC6
32_Авария_Н_подпитки_2@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CC7
32_Общий_сигнал_аварии@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CC8
32_Авария_СХ_сетевые_Н@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0D07
32_Авария_СХ_подпитка@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0CF7
32_05_Авар_сет_Н1@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F29
32_05_Авар_сет_Н2@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F2A
32_05_Ав_Н_кот1@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F2D
32_05_Ав_Н_кот2@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F2E
32_05_Ав_Н_кот3@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F2F
32_05_Ав_V300@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F30
32_05_Ав_V1001@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F31
32_05_Ав_V1002@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F32
32_05_Ав_V1003@Alarms,KONTAR (Ethernet),XRAM_BOOL,32#0F33
